STCOFIPS,TOT_POP,MALE_POP,FEMALE_POP,UNDER_5_POP,5_9_POP,10_14_POP,15_19_POP,20_24_POP,25_34_POP,35_44_POP,45_54_POP,55_59_POP,60_64_POP,65_74_POP,75_84_POP,85_PLUS_POP,MEDIAN_AGE,WHITE_POP,BLACK_POP,NATIVE_POP,ASIAN_POP,OTHER_RACE_POP,HISPANIC_LATINO_POP,TOTAL_HOUSING_UNITS,OCCUPIED_HOUSING_UNITS,OWNER_OCCUPIED_HOUSING_UNITS,RENTER_OCCUPIED_HOUSING_UNITS
30063,118541,59633,58908,5552,5252,7148,7559,11980,18762,16166,12846,7074,6738,12159,5381,1924,36.7,105605,744,2477,2142,1145,118541,55084,50446,29672,20774
30065,4924,2487,2437,184,294,261,339,154,349,515,590,340,479,917,422,80,52,4539,0,122,0,45,4924,2677,2137,1727,410
30067,17320,8723,8597,739,749,832,761,757,2183,2263,2105,1365,1458,2553,1177,378,46.2,16146,33,258,56,104,17320,9564,8055,5658,2397
30069,416,226,190,37,18,14,8,16,39,46,69,22,56,45,35,11,49.6,408,0,0,8,0,416,292,189,133,56
30071,4233,2247,1986,231,322,265,248,139,354,535,403,389,382,539,319,107,45.9,3527,0,230,0,41,4233,2239,1749,1400,349
30073,5987,3013,2974,393,383,393,423,276,646,676,607,404,519,698,405,164,41.6,4768,3,998,9,27,5987,2751,2153,1436,717
30075,1773,876,897,109,55,109,38,89,202,184,224,113,134,293,133,90,49.9,1658,0,29,23,0,1773,1015,746,588,158
30077,6998,4455,2543,254,279,303,401,272,970,953,1060,561,530,838,461,116,45.5,6190,62,342,108,24,6998,2930,2298,1606,692
30079,1283,690,593,49,111,71,76,26,73,200,139,62,65,250,120,41,47.2,1156,0,1,51,75,1283,650,485,364,121
30081,44876,22535,22341,1989,2040,2749,2481,1923,4250,5088,5145,3774,3693,7326,3317,1101,49,41101,145,201,204,341,44876,21007,18847,14591,4256
30083,11366,5710,5656,712,784,841,905,581,1489,1394,1252,644,838,1223,586,117,38.3,10278,22,18,13,340,11366,5559,4529,3132,1397
30085,10799,5464,5335,984,1061,959,937,676,1464,1228,988,627,620,789,327,139,30.4,3586,35,6298,79,39,10799,4076,3050,2002,1048
30087,8310,4176,4134,667,577,782,645,505,860,983,781,470,667,859,368,146,36.4,4463,10,3176,49,130,8310,3807,3043,1958,1085
30089,12615,6532,6083,507,544,716,753,363,930,1199,1355,1046,1175,2508,1072,447,54.7,11427,39,396,23,39,12615,6813,5425,4233,1192
30091,3700,1945,1755,235,301,162,202,157,382,459,382,217,369,434,247,153,43.8,3433,0,57,1,17,3700,2051,1439,1112,327
30093,35306,18120,17186,2013,1814,2154,2083,2928,4392,4164,4013,2085,2781,4099,2147,633,40.3,32662,53,687,171,152,35306,17303,15080,10578,4502
30095,8978,4560,4418,366,569,539,555,411,781,978,1129,711,746,1422,572,199,48,8380,8,36,36,139,8978,4657,3801,3182,619
30097,3697,1906,1791,211,142,250,229,272,398,395,370,238,283,500,316,93,43.6,3448,57,38,0,24,3697,1870,1446,1103,343
30099,6238,3087,3151,433,428,424,406,294,636,640,647,454,448,724,487,217,42.4,5771,55,101,0,62,6238,2938,2464,1873,591
30101,5018,2921,2097,294,311,216,336,307,708,650,566,371,373,524,250,112,40.4,4387,78,290,45,46,5018,2329,1795,1165,630
30103,680,359,321,29,35,42,21,15,68,75,71,70,102,88,47,17,54.3,647,0,1,8,13,680,456,333,227,106
30105,7552,3862,3690,420,519,473,524,242,784,918,773,463,663,968,640,165,43.2,6388,29,625,4,68,7552,4274,2833,2145,688
30107,2060,942,1118,60,107,189,111,71,209,196,296,72,156,347,195,51,49.1,1946,49,38,8,0,2060,1175,875,677,198
30109,1119,542,577,92,74,67,88,25,111,93,143,64,113,148,80,21,46.4,1042,10,2,6,24,1119,599,466,347,119
30111,165524,82077,83447,9605,11069,11129,10222,9992,22702,21730,18819,10200,11013,17117,8036,3890,38.4,144877,1378,6388,1274,2575,165524,72252,67897,47210,20687
31001,31143,15385,15758,1979,2152,2271,2246,2152,3729,3488,3331,1832,2319,3203,1655,786,38,27135,218,79,361,1496,31143,13804,12717,8691,4026
31003,6302,3193,3109,422,464,395,467,266,601,643,607,346,600,811,433,247,42.5,6043,65,9,6,65,6302,3142,2607,1962,645
31005,485,255,230,32,33,47,53,5,46,35,65,25,30,40,65,9,44.1,455,0,1,0,1,485,234,178,132,46
31007,670,328,342,61,41,21,37,0,73,57,57,46,74,156,25,22,54.1,621,0,0,6,28,670,359,249,173,76
31009,384,204,180,17,13,27,0,5,33,31,37,49,28,55,45,44,57.7,384,0,0,0,0,384,294,201,156,45
31011,5397,2721,2676,317,317,411,320,285,524,556,574,462,394,623,393,221,43.6,5223,4,10,14,29,5397,2559,2240,1807,433
31013,10778,5486,5292,609,769,905,675,386,1380,1119,1286,472,1119,1242,606,210,40.9,9166,365,302,76,292,10778,5226,4573,3340,1233
31015,1767,918,849,69,106,115,40,94,115,184,145,106,204,358,152,79,55.6,1637,5,51,0,31,1767,1210,807,669,138
31017,2691,1324,1367,206,133,105,154,105,288,291,239,149,243,421,241,116,46.9,2504,2,2,1,51,2691,1656,1217,915,302
31019,50103,25127,24976,3064,3016,3418,4224,5353,6375,6218,5127,2649,2824,4512,2218,1105,34.2,44442,452,222,777,2243,50103,21019,19544,12955,6589
31021,6717,3358,3359,349,377,524,390,354,632,739,738,420,582,891,462,259,44.9,6178,30,57,43,110,6717,3340,2790,2148,642
31023,8373,4192,4181,472,581,526,552,457,833,1038,933,614,648,958,498,263,43,7741,10,63,6,264,8373,4032,3508,2843,665
31025,26749,13586,13163,1495,1785,1856,1710,1446,2790,3364,3471,2130,1875,2997,1270,560,40.8,24948,44,103,117,400,26749,11693,10339,8557,1782
31027,8375,4291,4084,548,635,596,563,450,765,849,888,556,718,971,494,342,41.7,8075,12,32,19,56,8375,3915,3354,2670,684
31029,3704,1752,1952,224,263,279,162,206,323,484,393,202,244,428,335,161,43.2,3232,13,19,75,35,3704,1876,1478,1094,384
31031,5473,2815,2658,378,343,335,426,242,592,642,552,355,471,599,294,244,41.5,4646,26,204,98,62,5473,2998,2110,1213,897
31033,9489,4734,4755,578,555,664,490,560,1047,1192,1037,564,830,1137,530,305,41.4,8772,101,58,89,74,9489,4892,4311,2800,1511
31035,6088,3093,2995,395,412,461,369,270,743,652,658,439,453,744,348,144,39.5,5584,23,27,2,194,6088,2834,2475,1990,485
31037,10563,5742,4821,856,921,923,730,537,1135,1016,1673,780,582,820,388,202,36.4,6883,345,637,2,1279,10563,3996,3616,2831,785
31039,9000,4582,4418,599,691,544,568,474,940,950,1013,668,612,980,680,281,41.8,8147,39,73,19,214,9000,4133,3711,2636,1075
31041,10566,5314,5252,630,754,718,649,502,1207,1171,1090,718,787,1276,754,310,42.1,10058,61,66,2,122,10566,5341,4543,3160,1383
31043,21308,10530,10778,1745,1582,1848,1759,1478,2906,2633,2084,1425,1033,1624,771,420,31.7,11203,1618,541,680,4051,21308,7767,7181,4670,2511
31045,8279,3951,4328,435,382,439,984,860,1005,811,757,520,520,825,466,275,35.3,7268,194,243,77,0,8279,4024,3484,2202,1282
31047,24037,12528,11509,1793,1961,1732,1655,1387,3058,2986,2663,1363,1407,2173,1343,516,35.9,16408,1689,169,192,3551,24037,9856,8810,5908,2902
31049,1858,918,940,114,48,102,61,110,165,183,265,121,208,285,114,82,51,1676,2,17,9,30,1858,1058,861,715,146
31051,5579,2874,2705,358,404,370,385,327,509,651,614,419,385,668,386,103,41.4,4766,11,17,47,300,5579,2518,2215,1665,550
31053,37175,18572,18603,2342,2450,2717,2505,2420,4054,4458,4107,2365,2527,4020,2005,1205,39.4,32888,220,545,178,1141,37175,16348,14624,9613,5011
31055,582638,289721,292917,41162,40261,41978,39681,38533,87276,80918,67016,33038,33995,48361,21414,9005,35.3,427980,62372,3513,24377,20832,582638,245839,231469,143139,88330
31057,1825,943,882,148,125,82,102,120,175,193,196,109,201,224,84,66,42.4,1775,4,1,0,23,1825,999,788,614,174
31059,5557,2789,2768,308,244,320,249,300,623,647,651,483,406,689,384,253,46.4,5303,16,20,27,17,5557,2742,2383,1921,462
31061,2901,1456,1445,152,175,142,138,127,281,301,301,298,186,426,205,169,49.8,2761,7,21,5,29,2901,1546,1255,1047,208
31063,2491,1340,1151,120,148,143,286,102,233,264,231,155,181,331,187,110,43.3,2329,32,6,0,41,2491,1367,1033,696,337
31065,4630,2344,2286,263,276,267,272,267,414,480,542,287,387,641,372,162,47,4435,15,31,7,27,4630,2531,2003,1564,439
31067,21654,10964,10690,1188,1348,1442,1357,1152,2238,2501,2504,1738,1561,2441,1381,803,42.9,20695,150,97,125,146,21654,10364,9154,6469,2685
31069,1778,861,917,74,94,185,88,40,164,208,151,80,186,244,187,77,47.3,1668,0,4,3,84,1778,1139,829,660,169
31071,1833,938,895,63,136,125,83,80,220,183,165,78,202,224,199,75,46.5,1773,9,0,0,39,1833,1006,775,600,175
31073,1873,986,887,72,84,117,117,38,214,179,256,120,197,300,145,34,48.9,1819,5,9,0,2,1873,1193,751,621,130
31075,649,363,286,37,21,51,59,36,71,82,48,64,41,94,25,20,40.2,625,1,4,5,4,649,396,281,196,85
31077,2212,1134,1078,144,123,169,146,95,221,229,202,132,183,289,155,124,43.6,2106,14,11,0,46,2212,1198,907,748,159
31079,62575,32000,30575,4603,4368,5234,4410,3764,8015,7747,7268,3892,3604,5581,2656,1433,36,45387,2147,540,718,8917,62575,25256,24026,14948,9078
31081,9400,4738,4662,595,660,606,652,482,1026,1090,1091,636,653,1068,631,210,41.3,8858,19,37,35,54,9400,4105,3577,2897,680
31083,3094,1590,1504,190,207,196,207,121,232,320,298,220,279,436,265,123,47.5,2904,3,4,37,38,3094,1923,1221,1013,208
31085,919,457,462,58,67,45,37,31,89,84,103,68,118,118,54,47,48.9,867,0,2,0,26,919,484,374,266,108
31087,2620,1352,1268,177,112,241,152,90,269,285,265,132,231,381,194,91,43.3,2502,2,3,3,15,2620,1580,1109,856,253
31089,10149,5119,5030,659,641,846,545,567,1092,1016,962,829,746,1233,558,455,42.3,9639,43,30,24,162,10149,4903,3996,2883,1113
31091,659,322,337,48,34,30,44,83,37,116,81,49,12,56,26,43,40.9,588,10,5,0,11,659,414,292,131,161
31093,6476,3314,3162,413,400,471,455,240,690,729,739,480,451,784,364,260,42.6,6057,29,0,28,68,6476,2893,2544,1925,619
31095,7185,3475,3710,400,483,424,337,372,755,756,765,415,703,941,550,284,45.8,6783,55,2,5,49,7185,3683,3122,2188,934
31097,5294,3208,2086,238,273,315,260,379,709,767,650,352,359,557,316,119,40.3,4353,291,79,40,271,5294,2088,1722,1234,488
31099,6655,3337,3318,426,328,650,436,359,754,783,710,433,445,716,403,212,38.3,6299,6,21,50,25,6655,2970,2683,2066,617
31101,8303,4218,4085,398,559,408,486,322,776,875,960,613,644,1188,725,349,49.1,7568,119,17,39,209,8303,5370,3781,2797,984
31103,987,498,489,25,66,100,122,41,30,81,149,87,84,73,93,36,46.4,947,1,0,0,19,987,493,323,255,68
31105,3395,1774,1621,123,255,179,167,165,334,396,320,275,301,439,307,134,47.8,3059,7,48,1,5,3395,1807,1501,1085,416
31107,8415,4225,4190,530,525,614,563,442,780,827,818,588,638,1097,700,293,43.9,7197,59,772,41,41,8415,4532,3269,2482,787
31109,322063,162505,159558,19070,20181,20909,24714,36140,43747,40998,34163,16767,18390,28883,12676,5425,34.1,268359,12021,2085,13278,6053,322063,136167,129869,77025,52844
31111,34532,17250,17282,1979,2226,2297,2461,1687,3777,4225,4185,1942,2781,4030,2025,917,42.2,30789,420,389,282,977,34532,16573,14485,9703,4782
31113,839,456,383,31,76,62,90,22,41,100,137,74,54,82,44,26,44.8,741,0,18,0,12,839,371,307,258,49
31115,629,349,280,40,30,34,42,22,96,61,60,34,49,105,42,14,43.4,539,0,0,0,0,629,434,272,185,87
31117,456,239,217,17,4,52,20,24,19,49,41,48,48,80,45,9,56.3,449,0,0,0,3,456,240,193,148,45
31119,35538,17653,17885,2527,2498,2554,2487,2215,4560,4270,3741,2400,2492,3199,1472,1123,36.8,29618,304,549,415,1893,35538,15213,14002,9328,4674
31121,7675,3895,3780,440,441,502,458,397,911,842,905,621,508,929,489,232,43,7128,5,26,127,131,7675,3567,3175,2501,674
31123,4562,2449,2113,291,247,281,396,221,538,550,431,243,413,495,321,135,40.3,3922,4,58,51,66,4562,2281,1814,1460,354
31125,3366,1697,1669,176,230,214,233,143,353,383,333,350,244,414,194,99,44,3203,19,16,5,7,3366,1622,1307,1081,226
31127,7019,3595,3424,404,373,475,711,449,761,828,692,380,524,825,420,177,38.6,6427,113,34,26,70,7019,3312,2851,1987,864
31129,4092,2046,2046,189,173,306,288,116,400,414,413,313,354,599,405,122,49.4,3824,8,11,0,19,4092,2228,1748,1426,322
31131,15995,8239,7756,918,984,1295,831,995,1655,1981,1852,928,1316,1808,923,509,42,14161,112,41,23,674,15995,6971,6408,4919,1489
31133,2553,1241,1312,178,162,174,173,72,216,281,208,174,191,361,244,119,47.3,2430,6,0,0,9,2553,1418,1070,883,187
31135,2860,1480,1380,160,236,197,212,90,272,401,236,175,200,379,164,138,41.5,2693,2,2,11,43,2860,1368,1154,898,256
31137,8966,4574,4392,564,728,494,584,504,1005,1021,995,610,602,945,599,315,40.4,8351,56,31,7,68,8966,4163,3805,2666,1139
31139,7301,3691,3610,527,475,511,475,373,740,895,802,600,492,762,485,164,40.2,7022,20,17,12,15,7301,3141,2876,2245,631
31141,34219,17368,16851,2362,2529,2544,2402,1979,3881,4314,3560,2402,2170,3316,1799,961,38.3,28746,227,40,152,1533,34219,14085,13292,9937,3355
31143,5182,2581,2601,285,290,373,390,246,519,549,618,249,500,675,297,191,43.4,4792,8,8,0,176,5182,2537,2019,1638,381
31145,10690,5224,5466,617,676,593,895,529,1103,1250,1167,677,939,1200,601,443,41.5,9717,114,74,0,390,10690,5175,4315,3075,1240
31147,7850,3981,3869,413,442,450,551,322,787,825,846,574,742,999,557,342,47.1,7226,84,184,4,10,7850,4099,3587,2640,947
31149,1312,647,665,86,65,69,118,49,134,147,117,68,126,192,83,58,43.5,1288,8,7,0,0,1312,829,577,446,131
31151,14275,7286,6989,962,837,1238,1200,718,1515,1767,1895,953,920,1288,675,307,38.6,11599,136,38,419,1159,14275,5734,5137,3789,1348
31153,191272,96591,94681,12903,15085,14370,13541,12138,26811,28304,23138,11476,10167,14320,6395,2624,35.3,159141,7973,872,4835,5822,191272,73715,71142,49735,21407
31155,22374,11495,10879,1381,1610,1475,1475,1097,2338,2851,2563,1877,1622,2387,1135,563,40.4,21258,74,29,127,113,22374,10032,8789,7082,1707
31157,36048,17521,18527,2215,2680,2457,2399,2096,4322,4222,3861,2221,2385,4008,1953,1229,39.2,29563,204,662,202,1712,36048,16486,15119,10258,4861
31159,17644,9122,8522,975,1224,1135,1765,1446,1719,2066,1958,921,1345,1745,856,489,37.5,16896,117,30,60,63,17644,7099,6576,4785,1791
31161,5102,2558,2544,344,315,233,313,302,486,513,573,319,378,731,314,281,45.8,4101,69,466,63,82,5102,2724,2101,1462,639
31163,2970,1509,1461,160,113,222,182,135,254,291,328,184,280,439,253,129,49.1,2838,15,2,9,21,2970,1800,1303,978,325
31165,1162,571,591,106,67,51,99,56,160,91,125,78,64,151,81,33,41.3,1086,4,0,1,49,1162,691,450,281,169
31167,5828,2956,2872,321,429,397,383,318,581,690,630,481,444,653,325,176,41.4,5360,32,6,27,243,5828,2478,2237,1774,463
31169,5006,2474,2532,278,381,303,276,254,474,486,572,308,409,684,334,247,45.9,4744,11,17,1,12,5006,2520,2056,1592,464
31171,592,281,311,20,36,20,11,9,164,27,31,19,51,155,47,2,46.7,518,8,6,0,0,592,370,306,207,99
31173,6716,3306,3410,633,642,691,609,481,861,675,607,396,293,463,270,95,28.1,2442,12,3793,61,79,6716,2294,1993,1214,779
31175,4053,2026,2027,221,242,281,282,159,392,396,448,322,289,532,409,80,46.3,3976,7,29,11,10,4053,2112,1750,1355,395
31177,20884,10389,10495,1156,1399,1525,1402,1138,1968,2691,2600,1687,1470,2352,1084,412,41.6,19916,90,54,65,158,20884,8608,8234,6666,1568
31179,9701,4867,4834,464,426,653,1332,1347,913,991,829,494,642,848,460,302,31.8,8937,142,30,36,177,9701,3956,3731,2564,1167
31181,3410,1749,1661,183,198,254,215,159,362,354,392,269,254,441,219,110,44.6,3207,5,25,4,10,3410,1783,1480,1210,270
31183,771,365,406,85,32,20,11,12,70,55,84,34,113,159,64,32,57.8,761,0,0,1,1,771,574,346,267,79
31185,14212,7105,7107,930,1029,821,872,1007,1693,1604,1450,998,920,1553,993,342,39.5,13111,160,77,93,136,14212,6308,5592,4167,1425
32001,25409,13112,12297,1600,1391,1780,1484,1638,3330,2871,2934,1580,1860,2989,1396,556,39.7,19628,484,1031,716,1273,25409,10829,9595,6419,3176
32003,2265926,1137581,1128345,133170,139916,153271,140154,139040,332737,317212,296582,141692,128398,210225,102727,30802,37.8,1130071,272038,23822,230540,285708,2265926,923275,832367,467708,364659
32005,49476,25063,24413,1592,2062,2334,2672,1973,4562,5017,5412,3873,5009,8947,4516,1507,53.5,41603,332,722,1057,2327,49476,24417,21001,16113,4888
32007,53600,28070,25530,3727,4265,3811,3512,3607,7914,7249,6369,3934,2658,4310,1782,462,34.9,38092,464,2703,700,4457,53600,21838,19032,13012,6020
32009,980,529,451,20,33,27,26,1,76,112,194,87,147,188,60,9,55,881,2,13,19,0,980,732,485,251,234
32011,1622,818,804,106,108,153,108,36,101,150,107,128,219,278,88,40,48.4,1469,1,86,9,57,1622,997,570,433,137
32013,17266,9009,8257,1180,1332,1289,1082,1044,2292,2045,2270,756,1325,1759,708,184,37,13091,131,669,243,1569,17266,7671,6986,4900,2086
32015,5728,3109,2619,202,529,437,478,228,702,754,748,582,265,576,141,86,40,4858,203,236,23,35,5728,2802,2256,1705,551
32017,4507,2516,1991,188,250,361,316,205,525,575,625,344,372,387,301,58,40.6,3808,204,164,0,56,4507,2292,1645,1212,433
32019,59435,30802,28633,3118,3615,3569,3307,2772,7612,7342,6814,4252,4430,8034,3729,841,43.2,46703,563,1472,860,3888,59435,24582,23290,17790,5500
32021,4568,2124,2444,288,140,377,311,189,551,606,313,196,281,812,416,88,39.8,2965,194,978,0,139,4568,2403,1881,1390,491
32023,51698,26290,25408,2125,2766,2061,2257,2109,5175,4849,5771,3732,5044,9594,5039,1176,52.9,39991,1228,590,1005,3562,51698,25017,21847,16407,5440
32027,6587,4293,2294,327,259,416,189,383,1037,1064,904,462,468,639,327,112,40.4,4880,263,217,101,556,6587,2297,1886,1377,509
32029,4095,2149,1946,164,200,172,279,167,356,259,427,307,238,784,630,112,55.7,3433,81,4,45,28,4095,1934,1692,1641,51
32031,486674,247473,239201,26865,27826,30332,29874,32603,72823,62491,58702,31428,31645,51473,22682,7930,38.6,330713,12133,6355,26126,52118,486674,208480,192420,112671,79749
32033,8997,5195,3802,418,457,626,375,394,1214,1494,1000,707,581,1034,579,118,41.4,7161,659,486,63,137,8997,4158,3363,2481,882
32510,58249,30199,28050,3013,3248,3379,3213,3409,7560,7029,7058,4321,4016,7014,3280,1709,42.1,43436,1243,1197,1556,4710,58249,24633,23355,14450,8905
33001,63914,31658,32256,2623,2736,3879,3582,3113,6759,7176,8140,5591,5770,9066,3760,1719,47.8,60430,476,166,782,507,63914,38478,25956,20011,5945
33003,50679,25655,25024,1739,2201,2320,2328,2099,4705,4810,6070,5156,4446,9144,4410,1251,53.8,48417,288,248,421,118,50679,39889,21644,17650,3994
33005,76610,37770,38840,3462,3541,4259,5342,5446,9003,8321,9189,5945,5930,9812,4301,2059,43.5,71795,517,102,512,532,76610,35706,30307,21422,8885
33007,31430,16638,14792,1191,1200,1555,1476,1497,3453,3531,4187,2679,2821,4634,2277,929,49.7,29979,634,25,160,48,31430,20570,13620,9962,3658
33009,90836,45104,45732,3573,3953,4306,6739,7123,10855,9812,10427,7133,6961,11738,5638,2578,44.1,81662,1057,209,3082,693,90836,51191,35084,24776,10308
33011,422733,212276,210457,21362,22513,24749,25520,26716,58992,53257,57466,31974,31259,41394,19516,8015,40.9,358618,10912,604,17708,7716,422733,175630,166344,111661,54683
33013,153918,76723,77195,6958,7967,8211,10028,9956,19376,18853,20035,11415,11991,17797,8191,3140,42.8,141787,2451,407,2986,799,153918,65744,59851,44153,15698
33015,315169,157222,157947,14218,16248,17254,18342,17111,37583,37847,44548,26970,25515,36588,16724,6221,44.7,290277,2814,155,6466,3363,315169,135585,125464,98479,26985
33017,130965,64834,66131,5904,6008,7242,10449,13510,17770,15290,15896,9559,8347,12552,5859,2579,37.7,117587,1445,64,3908,1078,130965,55672,50953,34187,16766
33019,43356,21845,21511,1889,2193,2083,2432,2111,5198,4718,5726,3787,3362,6089,2715,1053,47,41042,326,90,327,155,43356,21870,15893,11644,4249
34001,274339,133897,140442,14417,15655,17088,17487,18109,32785,30691,35348,20148,21155,30313,15590,5553,42,164950,37060,917,21399,25069,274339,131786,106640,72378,34262
34003,953243,467592,485651,48626,52712,61096,59842,56371,108776,127635,135208,71571,64130,93375,49472,24429,42,593955,54689,2364,158543,55942,953243,367059,350843,228445,122398
34005,461853,228468,233385,23199,26414,27619,28047,27493,57769,59040,62798,35404,32873,46238,24176,10783,41.7,312451,76293,907,25304,14899,461853,184859,174454,132314,42140
34007,522581,253604,268977,31035,32871,33780,32610,31703,71793,68472,67162,35381,34279,49117,24202,10176,38.7,304112,100874,1118,30964,49271,522581,212477,198757,130036,68721
34009,95456,46347,49109,4117,4559,4978,4653,4617,9860,9097,10932,6848,9266,15442,8353,2734,50.9,83363,3601,66,764,2865,95456,99525,43277,33950,9327
34011,153588,78755,74833,9355,10138,11067,9656,9388,21182,20273,19504,9593,9495,13871,7030,3036,37.9,86989,29168,1413,2390,15756,153588,57143,52584,34720,17864
34013,853374,414982,438392,54201,55558,58170,55940,56290,115827,119599,116472,54655,49257,68318,33263,15824,37.6,302714,322188,2553,48695,98821,853374,334136,312942,139811,173131
34015,302621,148499,154122,15118,18945,18080,21017,21734,37081,38015,40857,21663,21156,29690,13480,5785,40.2,237645,31612,343,9796,9374,302621,117041,109996,87641,22355
34017,712029,356520,355509,46847,39322,36611,34916,42138,147423,115537,85643,42355,34573,50497,25672,10495,35.6,294600,85956,4273,114096,104184,712029,311964,290054,93531,196523
34019,129099,63792,65307,5473,6700,7125,8211,7848,12168,14618,18987,11893,10746,15070,6995,3265,46.4,110929,3320,158,5753,2230,129099,51684,49676,41967,7709
34021,383732,189495,194237,21160,22082,24296,28122,28113,47413,49321,52464,25650,25036,34697,17545,7833,39.3,206314,75624,1020,46762,26949,383732,150035,139549,87635,51914
34023,860147,427707,432440,47491,51127,53835,59815,56561,111626,119117,115506,59222,53081,77849,38293,16624,39.1,411593,87996,5087,214701,74810,860147,314752,301967,192805,109162
34025,643064,315742,327322,31343,36277,39667,42639,38953,69801,74793,90256,51661,50158,68942,33480,15094,43.3,504819,42384,2193,34800,20446,643064,268751,248117,187471,60646
34027,508816,252441,256375,25004,27544,31906,33779,30772,56376,64117,73733,39973,36248,49686,26612,13066,42.7,375503,17212,739,54664,20810,508816,197541,189607,140016,49591
34029,638691,310873,327818,45783,42195,43177,38084,34946,69781,65200,69943,41282,44900,77258,45834,20308,41.8,555742,19810,1535,11956,19249,638691,293899,239466,191328,48138
34031,519986,255780,264206,33502,32764,35885,35560,35845,69128,65772,66723,34406,31961,45309,23216,9915,37.8,263234,55831,1542,28369,90649,519986,184830,177209,92827,84382
34033,64840,32077,32763,3460,3761,4301,3818,4184,7336,7960,8238,4640,4946,7162,3234,1800,41.8,48862,9492,208,583,2499,64840,27739,24744,17474,7270
34035,344978,170153,174825,17036,19073,22914,22704,20644,38449,45001,51376,27288,24338,31821,16332,8002,42,198971,33100,1230,65730,21402,344978,131989,127566,96103,31463
34037,144808,72893,71915,6599,7758,7983,9009,8377,16301,17138,21074,12986,11327,16377,7175,2704,44.5,126564,3185,26,2759,3329,144808,62709,56348,47761,8587
34039,572079,282245,289834,35176,37104,38311,37137,35063,71437,79630,79533,41192,33816,48357,24192,11131,39,254904,118209,1987,32237,106983,572079,209928,199996,115331,84665
34041,109739,54469,55270,5053,5440,6501,6832,6649,12462,12810,15516,8572,9382,12049,5910,2563,44,90390,5661,101,3099,3069,109739,46493,44370,32287,12083
35001,674692,332549,342143,34866,37567,43691,43511,45314,97982,90452,79437,43393,42938,69452,31771,14318,38.6,406649,19377,33180,18517,70948,674692,299693,281095,178141,102954
35003,3635,1903,1732,6,94,211,213,186,137,346,288,350,232,731,487,354,59.5,3228,17,81,0,62,3635,3205,1609,1405,204
35005,64701,32652,32049,4040,4652,4590,5315,4355,8547,8105,7151,3558,4130,5994,2924,1340,36.2,44897,1011,647,766,7881,64701,26727,23280,15688,7592
35006,27211,13765,13446,1726,2169,1671,1497,1762,3878,3371,3092,1733,1706,2735,1481,390,38,11620,400,11353,70,926,27211,11141,8124,5773,2351
35007,12370,6273,6097,501,607,615,734,680,1303,1230,1363,835,1098,2025,953,426,49.2,9129,97,320,76,964,12370,9554,5549,3979,1570
35009,48327,24945,23382,3826,3275,3780,3359,4269,8118,5970,4485,2686,2374,3518,1817,850,31.7,29180,2727,328,728,9583,48327,21155,18535,10999,7536
35011,1695,1063,632,220,97,60,54,125,393,181,76,59,72,194,121,43,28.5,713,1,1,0,815,1695,1154,741,502,239
35013,219870,108834,111036,13065,14117,16002,18293,24049,28649,24749,21728,11619,12257,20487,10719,4136,33.2,128908,4084,2717,2588,40723,219870,90294,81969,52513,29456
35015,61264,31413,29851,4399,3988,5080,4297,3847,8471,8257,6710,3642,3665,5295,2814,799,35.7,43458,922,1036,443,5500,61264,26261,22703,16667,6036
35017,28006,14084,13922,1258,1477,1625,1659,1606,2406,3136,2875,1837,2175,4604,2399,949,48.1,20006,256,303,238,1444,28006,14625,11292,8072,3220
35019,4413,2590,1823,178,312,235,153,137,563,772,514,288,402,515,179,165,43,2028,87,354,4,900,4413,2162,1295,1013,282
35021,671,339,332,34,30,37,54,45,54,115,52,54,33,109,34,20,42.2,341,1,0,0,226,671,457,243,163,80
35023,4160,2066,2094,263,249,320,171,249,519,439,420,353,269,535,294,79,42.1,2887,7,28,0,361,4160,2215,1557,1100,457
35025,73103,37934,35169,5814,6365,5954,6047,5511,10181,9646,7915,3751,3902,4906,2093,1018,32.2,45587,3078,800,440,5848,73103,27854,24379,16679,7700
35027,20222,9878,10344,825,831,1151,868,1178,1873,1931,2193,1523,1869,3534,2035,411,51.7,15418,366,503,57,807,20222,17698,9031,7000,2031
35028,19253,9884,9369,921,1137,1307,1153,849,2674,2506,2429,1656,1198,1929,943,551,41.2,15140,224,183,1029,677,19253,8631,8149,5929,2220
35029,25393,12969,12424,2001,2002,1673,1743,1514,3263,2659,2478,1455,1391,2800,1742,672,36.5,17075,482,215,304,1812,25393,11514,8951,5962,2989
35031,72073,35101,36972,4542,5728,6398,5631,4631,10843,8769,8015,4117,4211,5679,2501,1008,33.6,7477,386,55049,958,4070,72073,25180,20913,15034,5879
35033,4208,1872,2336,124,207,166,224,93,400,239,438,295,624,940,352,106,59.4,2213,0,26,0,1144,4208,3092,2091,1887,204
35035,67850,35846,32004,4168,4584,3882,4424,6020,10248,8054,6782,4222,3925,6708,3411,1422,35.9,43549,2514,4560,833,5500,67850,32244,23832,15649,8183
35037,8641,4206,4435,285,690,669,450,167,920,1044,944,700,615,1266,616,275,46.6,6265,226,215,50,757,8641,5491,3757,2565,1192
35039,40285,19854,20431,2150,2350,3123,2678,2302,4413,4520,4792,3259,2543,4864,2516,775,41.7,14240,255,6029,220,12301,40285,19616,14076,11102,2974
