county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
Klamath County,Oregon,48.432537568268344,4,0.47666982463302066,0.5068493150684932,0.5890326699344883,0.26284137421659204,0.6327153680399988,0.6071566736244909,2818.7060420343455,2388.039503744334,408.2389629123374,22.42757537767372,0,70247,33162,58830,1974,4,1,1,0
Lake County,Oregon,30.025269250864913,1,0.38454069658143925,0.5342465753424658,0.5716774805843744,0.2609941816635506,0.5053591161880805,0.4369714754811135,485.56045475658516,372.61061306754976,93.32166789969772,19.628173789337673,0,8267,4234,62787,1972,5,1,3,0
Lane County,Oregon,59.504804905874956,5,0.6531304530900334,0.4657534246575342,0.40944514967885465,0.3415807662085,0.3955944357589426,0.7423058895393828,218114.9056759535,193159.50481084458,22756.70410875637,2198.6967563525404,0,384207,169788,71544,1977,11,1,5,4
Lincoln County,Oregon,46.32978329705963,3,0.507656283696599,0.410958904109589,0.3239059615147002,0.3090746781361206,0.6215871646161628,0.5816331225250898,6910.567735261298,5801.189840200877,1027.881889871052,81.49600518936852,0,50964,32628,63165,1981,4,1,1,1
Linn County,Oregon,54.25429671826014,4,0.5465721665162939,0.452054794520548,0.4301791044827986,0.3441070203774551,0.5898171674284101,0.6565446602554336,18274.18039418827,15787.908963231412,1955.1132181046084,531.1582128522512,0,130706,53315,76329,1978,5,1,2,1
Malheur County,Oregon,46.29082016315246,3,0.5018442540220883,0.5068493150684932,0.5006846729695562,0.24089930154867134,0.6833794600320573,0.544503390237436,13245.352332970804,11159.621292527036,1659.2236951140842,426.50734532968323,0,31954,11716,54519,1974,2,1,1,0
Marion County,Oregon,64.82938684965303,5,0.6365892269436212,0.4383561643835616,0.42337118741141977,0.35727312811370177,0.6208152577562837,0.7347170230054216,147315.15872431468,128699.7914147072,17822.274422478746,792.9630982227147,0.12978890601377993,349244,132295,77351,1979,5,2,2,0
Morrow County,Oregon,35.778657062669524,2,0.435729392016067,0.4383561643835616,0.5269122497171866,0.3079042984722031,0.543072828343777,0.4685714401738044,2357.646596824905,1855.4681126117,341.39194004800646,160.7865441651985,0,12300,4912,75448,1979,4,1,2,0
Multnomah County,Oregon,74.8221892293403,5,0.6923672551964584,0.5342465753424658,0.42702938044050964,0.4283216648446634,0.6260143029095401,0.8007889543890617,368935.390679635,324169.8924728157,42911.91400241985,1853.220056726855,0.36414767258996045,801477,371179,88766,1972,5,2,0,2
Polk County,Oregon,52.834588345100656,4,0.5606234744010503,0.28767123287671237,0.3982088574666389,0.39228806622521945,0.5887710989915927,0.6265663359992126,43760.63694199085,38490.465038411094,5061.148360017888,208.98933705530365,0.03420650656474141,89662,34867,85118,1990,6,2,2,1
Sherman County,Oregon,22.67687254869102,1,0.3168265630954407,0.6986301369863014,0.5047124018254114,0.2504407858902131,0.58988556927713,0.32162211018642956,313.77087543613726,260.71132901993775,39.42240949236625,13.63713692383326,0,1938,969,60161,1960,4,1,2,0
Tillamook County,Oregon,44.86809803873789,3,0.47496984423189276,0.4246575342465754,0.39382680392143377,0.33343178606531076,0.681237328780564,0.5325524852482595,5681.067352334046,5066.382152810179,600.7007758822525,13.984423641613914,0,27496,19213,69105,1980,4,1,1,1
Umatilla County,Oregon,48.24290649133472,4,0.5564901002456767,0.4383561643835616,0.5354812851503228,0.29275195417696587,0.45658247449584455,0.6174376744444486,25040.191894026528,20314.58730797044,3569.7970174389875,1155.8075686171014,0,79940,32199,67728,1979,7,1,3,2
Union County,Oregon,46.06123411376083,3,0.520216252821227,0.5205479452054795,0.5537118617105264,0.2888666147100919,0.6002353641175755,0.5285422028891958,17258.098459907706,13862.052845759918,2468.974685104535,927.0709290432542,0,26144,11829,65661,1973,3,0,2,0
Wallowa County,Oregon,38.46808161101847,2,0.4443507629859399,0.5205479452054795,0.5449685590354579,0.3181865807077293,0.6547390909656808,0.4297878590776368,5393.0961873870365,4593.836456363483,637.9563713701151,161.30335965343824,0,7553,4349,67112,1973,3,2,1,0
Wasco County,Oregon,45.63744749145099,3,0.4924425686671834,0.5205479452054795,0.5182420201405927,0.30178376807996804,0.6372495955667454,0.5297738490085175,15393.671145797061,13961.015701332513,1004.1876459437484,428.46779852079925,0,26552,12198,64175,1973,5,1,2,1
Washington County,Oregon,72.76388475960638,5,0.6664878265664933,0.28767123287671237,0.4071110901505055,0.4997017155028709,0.6675013101412827,0.7782817918859067,239504.62268607863,211140.8705211699,27204.497305979734,1159.0161893988966,0.2386695300443732,603947,243278,107772,1990,4,1,1,1
Wheeler County,Oregon,21.47214933233636,1,0.31073950163297426,0.4931506849315068,0.5107961433922943,0.24917764624621397,0.6695432781982061,0.3004579664765611,280.58914820407523,234.00063990566073,34.40574304054759,12.182765257866928,0,1485,908,55284,1975,2,0,2,0
Yamhill County,Oregon,56.265619980850175,5,0.5817128108769168,0.28767123287671237,0.37522685032613545,0.41277316219192656,0.6243362643568358,0.6419059114294583,69895.7189135463,61088.98392058325,8573.67899631009,233.0155771138343,0.04041953911914836,108734,41200,90063,1990,5,1,1,2
Adams County,Pennsylvania,56.32314865047522,5,0.47234478133391344,0.4246575342465754,0.5722471193636331,0.3433170905103121,0.8071043207488259,0.6399666745290056,3700.5760460143156,3451.250897147658,247.82118814793284,1.5039607187242159,0,106115,43672,84092,1980,2,1,1,0
Allegheny County,Pennsylvania,78.12001448029724,5,0.7078357834061717,0.7397260273972603,0.5421698168769439,0.3150036849148227,0.6488726803951002,0.8353836323049698,459343.21642102173,412217.7255923229,46128.50532697259,987.7585362409983,9.226965485217558,1238177,606827,78548,1957,5,2,1,2
Armstrong County,Pennsylvania,50.78278518452593,4,0.48079281221047543,0.7123287671232876,0.5256886419094757,0.2530982560149624,0.6831651115945903,0.6005182160642549,4686.417221161389,4201.8524048491545,464.46229230264123,20.102524009593434,0,64622,32128,65008,1959,4,1,3,0
Beaver County,Pennsylvania,62.83085433353752,5,0.5883765704796404,0.7397260273972603,0.47261522166566705,0.28139714502577445,0.723629300242286,0.6757124573390852,59738.9696764875,53491.59222276955,6112.569933891947,133.60131654564182,1.2062032803605285,166324,79328,71089,1957,3,2,0,1
Bedford County,Pennsylvania,46.98876596510817,3,0.4936575265787534,0.547945205479452,0.5265384868579098,0.24185305552630004,0.6380412043081084,0.5760562536658473,8110.444095719615,7176.467933066578,922.7563771164059,11.21978553663091,0,47513,23567,59992,1971,5,1,4,0
Berks County,Pennsylvania,69.46103730550371,5,0.6291291994798154,0.5753424657534247,0.5758381875578243,0.32633151836853524,0.6996659232169088,0.7518180311427751,92932.05777825255,80802.93476422601,11947.023843500796,182.09917052575256,0,433015,171580,79777,1969,3,2,0,1
Blair County,Pennsylvania,56.266397060159925,5,0.5228509502841636,0.7397260273972603,0.5399024826247749,0.24536021001823308,0.6865567291252004,0.6505893416528061,7716.920690320276,6555.10236643913,1159.6501846313313,2.1681392498146224,0,121277,55901,62382,1957,3,1,2,0
Bradford County,Pennsylvania,51.42548220673254,4,0.5329612159236805,0.5753424657534247,0.5789935198536276,0.2560914222866459,0.6386228763901074,0.5944272161497515,22623.041008369102,20047.346788839273,2536.825978771654,38.86824075817279,0,59858,29486,63675,1969,5,2,3,0
Bucks County,Pennsylvania,75.37393394274248,5,0.687920298807224,0.4931506849315068,0.6244676654685518,0.4879451731828144,0.5766153125694105,0.7838154936194163,379028.2767821947,326440.9319960877,31113.44852428505,21465.87283661476,8.023425207148692,647461,257260,114764,1975,5,3,0,2
Butler County,Pennsylvania,59.685701353834844,5,0.4835478987497853,0.4246575342465754,0.5296003608209044,0.3685926380054084,0.7938426387549244,0.6892781550771876,2777.1778862149245,2558.70018868377,217.48970732800572,0.9879902031482407,0,197254,87382,89843,1980,2,1,1,0
Cambria County,Pennsylvania,55.26677057770337,4,0.5168859283248244,0.7534246575342466,0.5210003346031574,0.2224581803832067,0.6748780130832464,0.657049353098144,7704.988003506911,6854.3448440404,811.01247828964,39.630681176870326,0,131538,64456,58418,1956,4,1,2,1
Cameron County,Pennsylvania,32.75375784222552,1,0.3437926926933001,0.7123287671232876,0.5441982987597612,0.18870360770928826,0.8047009697752229,0.38730364701833736,488.3701746899443,454.29853524522224,33.970726193633645,0.10091325108838578,0,4427,3920,50573,1959,2,1,1,0
Carbon County,Pennsylvania,56.203780789326466,5,0.5337300580347093,0.5342465753424658,0.6114452558844613,0.27474689886176,0.7761269431745172,0.6014481805817817,18104.784445173693,15732.472907134666,2336.8030835228947,35.50845451613061,0,65382,34417,67554,1972,1,1,0,0
Centre County,Pennsylvania,58.92026215900932,5,0.5823845956592413,0.4246575342465754,0.5156001746365734,0.3244290436499895,0.6526700968093111,0.6719181648264968,44486.68689648634,38290.53876631773,6088.267814351389,107.88031581722471,0,158576,66475,74291,1980,4,2,2,0
Chester County,Pennsylvania,75.8494015101993,5,0.6760033058010521,0.3835616438356164,0.5547094195555873,0.5387904279279369,0.6527667961269845,0.7705264806843946,305652.4172927207,263082.89843263885,24908.551284202185,17654.34040630143,6.627169578217495,547840,212491,127208,1983,3,3,0,0
Clarion County,Pennsylvania,45.659107692168114,3,0.43687956164664,0.6027397260273972,0.5734901980969097,0.2449195774855032,0.7066416335647359,0.5565489917314335,1723.299973070786,1524.5501623787443,187.5363348359451,11.213475856096576,0,37179,18856,62649,1967,3,1,2,0
Clearfield County,Pennsylvania,51.31617620458254,4,0.48482587137769867,0.5616438356164384,0.5687202252148048,0.23870099406610246,0.7130093233035184,0.6161285185858123,4392.502137240241,3907.3567449524517,461.65940557446424,23.485986713325257,0,78635,38198,62152,1970,3,1,2,0
Clinton County,Pennsylvania,49.10926545450815,4,0.5049204346879591,0.6027397260273972,0.5222623945577984,0.24381413075044875,0.7080379235515997,0.5578623164158608,13205.574414636432,11613.04601786649,1561.9893447001848,30.539052069756504,0,37798,18617,60816,1967,3,1,2,0
Columbia County,Pennsylvania,55.279670530134425,4,0.5252991758216109,0.5616438356164384,0.5694458708046933,0.263868061437348,0.7761269431745172,0.6014238466199178,15688.673948713142,13632.950924902934,2024.953225527699,30.76979828250805,0,65362,29824,64644,1970,1,1,0,0
Crawford County,Pennsylvania,53.96504774539329,4,0.4826639602939647,0.6164383561643836,0.6491554085470558,0.23713454682342616,0.7593814411985873,0.6201528470242266,4894.818408922193,4523.768246334125,370.54658805939573,0.5035745286716142,0,82716,42157,60476,1966,3,1,2,0
Cumberland County,Pennsylvania,65.7847723331458,5,0.6056135049460756,0.452054794520548,0.5636745952882837,0.35677477377048017,0.7076225510477249,0.7137522008703584,67966.10729803317,59660.59332931258,8186.874895703867,118.63907301672619,0,268323,111278,87494,1978,3,2,1,0
Dauphin County,Pennsylvania,66.20381558394809,5,0.6122220867598938,0.5342465753424658,0.6139603201471459,0.3095460130087316,0.70014807347809,0.7198198280778656,71589.94729967635,62450.77851172329,8917.2289769613,221.93981099175835,0,289593,127828,76242,1972,3,2,0,1
Delaware County,Pennsylvania,76.6259572838195,5,0.666687817830604,0.7397260273972603,0.5782462046131565,0.3769151461562896,0.7252872349899407,0.7749570093171723,209379.56543544485,179220.64913297357,11303.49813676844,18848.253813990737,7.164351712120663,579222,229715,89546,1957,1,1,0,0
Elk County,Pennsylvania,46.24422463656929,3,0.42144773011704767,0.6849315068493151,0.6707035424495535,0.251825112055387,0.7229432586084453,0.5408149586969163,1021.5535691260925,883.8315667176206,127.86682387893853,9.855178529533358,0,30506,16880,66380,1961,2,1,1,0
Erie County,Pennsylvania,63.44919283476918,5,0.5442889947604957,0.6438356164383562,0.6486023995975718,0.2524612755981844,0.7593814411985873,0.7139680051015003,13946.000282611512,12888.828138516454,1055.7373920915172,1.43475200354096,0,269052,120111,63354,1964,3,1,2,0
Fayette County,Pennsylvania,54.670956107929094,4,0.4858755323599359,0.7123287671232876,0.44474622152208065,0.22729225379028054,0.7569725397480745,0.6536261964024386,3012.1302737672877,2668.449904760948,342.80182901557987,0.8785399907595827,0,125997,62158,58236,1959,2,1,1,0
Forest County,Pennsylvania,33.235523026906364,1,0.3874394418953482,0.5616438356164384,0.6190425361794397,0.200507633775737,0.6816452507873347,0.4204352827525004,911.7866014342227,816.4582387538878,91.2029977029409,4.125364977394035,0,6715,6937,52191,1970,4,1,3,0
Franklin County,Pennsylvania,56.92108274533736,5,0.5618128906076593,0.452054794520548,0.5392086559400016,0.31533854230121044,0.6164594880029219,0.6713154949538147,23679.048429651917,20385.885360635588,3260.3587347537896,32.80433426254001,0,157379,67157,77003,1978,5,1,2,2
Fulton County,Pennsylvania,38.73060172710341,2,0.41867286009959775,0.4794520547945206,0.5415888859166724,0.2683658823073121,0.6759366760507436,0.4818284424561532,2122.7147001787157,1877.8001548619643,241.605145250356,3.309400066395264,0,14531,7157,65836,1976,4,1,3,0
Greene County,Pennsylvania,38.962446669984416,2,0.2817672852363551,0.6986301369863014,0.4585751462790453,0.2622777201930071,0.7795589510515473,0.5513694268188216,14.709759924657316,12.785977868994456,1.9164253365207455,0.007356719142114186,0,34835,16201,68041,1960,1,1,0,0
Huntingdon County,Pennsylvania,46.90552007874696,3,0.46908890696174166,0.5342465753424658,0.5285740570445746,0.2612511434152296,0.6822048919480652,0.5693169376227558,3293.3412079376267,2801.9697170882714,482.28037405474987,9.091116794605693,0,43653,20984,65557,1972,3,1,2,0
Indiana County,Pennsylvania,50.85757405500052,4,0.4839378889097311,0.5616438356164384,0.5070531867467989,0.23615196285111695,0.7130093233035184,0.6204657067476654,4326.72614837953,3848.845617194119,454.7462378696474,23.134293315764598,0,83042,37626,60208,1970,3,1,2,0
Jefferson County,Pennsylvania,48.47383044576677,4,0.45258206636346177,0.6849315068493151,0.6484717120782354,0.22792084269568366,0.7130093233035184,0.5697004613038716,2539.620129351032,2259.122826123747,266.9183719595801,13.578931267704808,0,43864,22085,58686,1961,3,1,2,0
Juniata County,Pennsylvania,44.42141933282,3,0.47082469846145353,0.5205479452054795,0.5042365169176891,0.27203785839838723,0.6921717707041993,0.519651548380803,6404.601540944509,5509.804895507258,883.875795123043,10.92085031420849,0,23379,10506,66318,1973,3,2,1,0
Lackawanna County,Pennsylvania,64.84126683296343,5,0.6015455650735767,0.7671232876712328,0.6700180035294064,0.2680031087072037,0.6651159730880222,0.6965529239085801,63862.306837299686,55869.547317500415,7836.391354665654,156.36816513361322,0,216146,100177,66223,1955,4,1,1,2
Lancaster County,Pennsylvania,71.42243438664896,5,0.6445497909584703,0.452054794520548,0.5907506805559634,0.3607618632758791,0.6995118340467038,0.7719782296196877,122256.05713008298,106282.24808691387,15732.533320128328,241.27572304078316,0,557931,219224,86959,1978,3,2,0,1
Lawrence County,Pennsylvania,50.24171959442002,4,0.47735312103116956,0.7397260273972603,0.5156518445199361,0.24046857352877743,0.634119794600428,0.6223417808442449,2111.30410192894,1739.1334705845159,318.4892607204956,53.68137062392848,0,85024,39591,61931,1957,3,1,0,2
Lebanon County,Pennsylvania,61.76050533522064,5,0.5664234936497516,0.5342465753424658,0.6122027471893303,0.3181229737006967,0.7376706909293292,0.6643516630793876,31575.362840253358,27437.98401915833,4075.5303574216764,61.84846367335131,0,144186,59921,78425,1972,2,2,0,0
Lehigh County,Pennsylvania,70.26737381103575,5,0.6209119977126748,0.589041095890411,0.6121143841384494,0.3378798512960046,0.7376706909293292,0.7411768948983571,79685.35853378804,69244.03703838593,10285.23723985424,156.08425554787448,0,378792,151220,80079,1968,2,2,0,0
Luzerne County,Pennsylvania,68.36218456309676,5,0.6400199761195828,0.6986301369863014,0.6173156331949999,0.252863743212856,0.7019416672558212,0.7296465287017786,145592.78579162175,126985.49962445251,18310.530203852908,296.7559633163172,0,327675,151287,63691,1960,3,2,1,0
Lycoming County,Pennsylvania,57.13586244748944,5,0.5671583016566907,0.6575342465753424,0.5785164941149412,0.26048900739906844,0.6386228763901075,0.6453102687247475,40445.41839368437,35840.59845261014,4535.33139357484,69.48854749939221,0,113489,52715,63917,1963,5,2,3,0
McKean County,Pennsylvania,51.55751803990866,4,0.4380620532970382,0.7945205479452055,0.7070718309005752,0.23323019783029483,0.8047009697752228,0.562174851082659,2425.0320026376953,2255.8471909561863,168.6837207548671,0.5010909266416911,0,39904,19465,62905,1953,2,1,1,0
Mercer County,Pennsylvania,55.0573713881084,4,0.5112578389138296,0.6575342465753424,0.6177872406157773,0.23812804471698817,0.6922892213386285,0.6422875666515558,8438.344024035501,7595.844838720005,833.3380989000411,9.161086415455202,0,109257,50930,59976,1963,4,1,2,1
Mifflin County,Pennsylvania,50.731332138562365,4,0.5128848483173248,0.6986301369863014,0.4870390300377849,0.24946884956382945,0.6921717707041992,0.5735531246122685,13087.186929468564,11258.756091447725,1806.1151313250987,22.31570669573842,0,46041,21468,63953,1960,3,2,1,0
Monroe County,Pennsylvania,62.514678193271266,5,0.5831444524689006,0.36986301369863017,0.6149420600246224,0.3413571499530802,0.7376706909293292,0.6762799825601201,41948.89787593747,36452.25536645145,5414.474811222567,82.16769826345485,0,167515,79607,83565,1984,2,2,0,0
Montgomery County,Pennsylvania,77.9475845390777,5,0.706100700365338,0.547945205479452,0.6100816924530046,0.48293933622931545,0.5761868930749343,0.8070919023963095,514720.7206325067,443103.93149250303,42463.73162144053,29142.13077112966,10.926747433529314,867573,350351,113915,1971,5,3,0,2
Montour County,Pennsylvania,45.87083803447646,3,0.44890185932976956,0.4794520547945206,0.5723305017100242,0.31483323409094527,0.7761269431745172,0.49930955228571894,4284.085321832075,3722.7317708023566,552.9512831510723,8.402267878646242,0,18103,8144,76976,1976,1,1,0,0
Northampton County,Pennsylvania,69.76396527777966,5,0.6117615617565106,0.547945205479452,0.6411712303411363,0.3699426092659063,0.7376706909293294,0.7274076150072858,68212.60608042449,59274.58078656911,8804.413372732784,133.6119211226111,0,318580,129448,89184,1971,2,2,0,0
Northumberland County,Pennsylvania,58.57010884703834,5,0.5558476101043989,0.7808219178082192,0.570224780058262,0.23974002995668142,0.7302479038574295,0.627358980665275,28051.007009231926,24178.12159031829,3798.990087089088,73.89533182454427,0,90560,43395,60583,1954,2,2,0,0
Perry County,Pennsylvania,50.875238843047285,4,0.5028264737160235,0.4794520547945206,0.5466226950827131,0.3201157046435348,0.6992426095359144,0.5738944433206736,10833.817836555458,9413.490005175237,1399.6339202607965,20.69391111942425,0,46239,20049,79444,1976,3,2,0,1
Philadelphia County,Pennsylvania,82.10582859949879,5,0.7362800955478704,0.8493150684931507,0.608420583007516,0.26401876377716177,0.686457037289897,0.8547592584815116,682260.6777675829,583790.5018250011,37019.83566941523,61427.0032274551,23.33704571154922,1579706,748270,61953,1949,2,1,0,1
Pike County,Pennsylvania,54.640822587221564,4,0.5531521774745704,0.3561643835616438,0.6209056287921918,0.3351804503496629,0.6898509018975683,0.5954346650232945,26533.264712419004,22744.154318815177,3747.641030191931,41.46936341189626,0,60621,40177,81323,1985,3,3,0,0
Potter County,Pennsylvania,42.717080718465326,3,0.4115140128138466,0.5753424657534247,0.581641649199811,0.23230385970581996,0.8047009697752229,0.4904169969911358,1544.4706774569488,1436.7191177130153,107.4324215873664,0.31913815656702,0,16188,12397,59020,1969,2,1,1,0
Schuylkill County,Pennsylvania,62.90388693406466,5,0.576205823899119,0.8904109589041096,0.5879608327585789,0.2629552510961773,0.7037326609532016,0.6640044770242456,40279.99038957386,35212.44824608848,4985.113040232246,82.429103253131,0,143558,67295,68313,1946,3,1,0,2
Snyder County,Pennsylvania,50.51174174571946,4,0.48884133832388044,0.5205479452054795,0.5333529121020871,0.27346361502458666,0.7761269431745172,0.561703056095853,8444.55079461816,7338.041885644675,1089.9468256905898,16.562083282896378,0,39668,16053,66876,1973,1,1,0,0
Somerset County,Pennsylvania,52.16164850863466,4,0.500132434453808,0.6438356164383562,0.5347694160624592,0.23969996952733436,0.7074617147065437,0.6099949598914285,8330.284302877004,7603.870271250441,723.7747899238112,2.639241702751412,0,72799,37863,61446,1964,4,1,2,1
Sullivan County,Pennsylvania,36.101917737064525,2,0.4312772697881222,0.5205479452054795,0.5691700537407798,0.27854120644444813,0.6684567654619331,0.4099833115609737,3593.6981678031216,3153.7899549900503,432.68863698531527,7.2195758277559205,0,5888,5584,69764,1973,4,2,2,0
Susquehanna County,Pennsylvania,50.02006613398873,4,0.5084289413436773,0.4931506849315068,0.6203980347753714,0.2790507648237706,0.7000263821319852,0.5587433158281234,12282.023268612005,10679.989877783293,1579.7825478472103,22.25084298150206,0,38219,21348,68487,1975,3,2,1,0
Tioga County,Pennsylvania,48.0349801539813,4,0.5095478560051392,0.5342465753424658,0.5759535636813364,0.2585650007443874,0.6382808681366462,0.5642231841191735,10198.891445422469,8571.05138745541,1614.0663467919617,13.773711175095965,0,40945,21571,64899,1972,4,2,2,0
Union County,Pennsylvania,50.188310670656264,4,0.5033962542404911,0.5068493150684932,0.5518513754230198,0.310986577613979,0.6856597568383559,0.5671054998269874,12388.090876474325,10677.83881486595,1629.6573190754389,80.5947425329356,0,42456,16205,76404,1974,3,2,0,1
Venango County,Pennsylvania,49.85076742724159,4,0.4626070735802481,0.7123287671232876,0.6105619615601764,0.23241060176696948,0.7204394026023707,0.5797970412338943,3857.431045586859,3563.940680982199,292.8920619954469,0.5983026092127688,0,49801,26244,61522,1959,4,1,3,0
Warren County,Pennsylvania,48.74564357813362,4,0.4433882134611822,0.7123287671232876,0.6266229842092114,0.23085605596739683,0.7593814411985873,0.5581186236336014,2511.327356466971,2320.956979860066,190.1120135004073,0.25836310649805116,0,37920,21629,60480,1959,3,1,2,0
Washington County,Pennsylvania,54.0640919047795,4,0.3858662995955273,0.6164383561643836,0.4968510924248266,0.3165774125047618,0.7795589510515473,0.6942744072793651,88.909562440727,77.28173019354016,11.583366349492065,0.0444658976947872,0,210042,97923,78958,1966,1,1,0,0
Wayne County,Pennsylvania,52.805831056012906,4,0.5298146415966166,0.4246575342465754,0.644448909181975,0.2651867640009839,0.7376706909293292,0.5820968457687911,16952.50409595619,14731.185792632676,2188.1124668916195,33.20583643189174,0,51262,32171,62381,1980,2,2,0,0
Westmoreland County,Pennsylvania,67.58246544201548,5,0.6353285470211363,0.6438356164383562,0.5025460957423332,0.29445070503674375,0.6870876329739661,0.7354551291182923,138651.1182179395,124360.69504836047,14007.361417637023,280.4949207075904,2.5668312344219135,352500,168812,74109,1964,4,2,2,0
Wyoming County,Pennsylvania,47.19433667339965,3,0.4951214840685865,0.5068493150684932,0.6424500165166138,0.2919206878600154,0.6634803796551971,0.528001896508303,12422.323007900075,10834.670183245657,1562.3509095389547,25.301915115464155,0,25967,12896,72460,1974,4,3,1,0
York County,Pennsylvania,69.79255198457629,5,0.6702853787851557,0.4794520547945206,0.625680738989066,0.34087812292905206,0.61924656230933806,0.7571304844016918,289010.37857729406,249913.89991605177,23310.260345074166,15780.297055810684,5.921260357434615,462924,189857,84829,1976,4,3,1,0
Bristol County,Rhode Island,63.40122569396255,5,0.5281667798486614,0.7397260273972603,0.6208696559613321,0.5037124755649329,0.7821165601248405,0.5808899066102948,23519.38784644765,20647.08185507437,2800.5572796193705,70.59219191162549,1.1565198422824592,50490,21615,114490,1957,1,1,0,0
Kent County,Rhode Island,69.3327015107376,5,0.602583545659156,0.6027397260273972,0.6647158348108264,0.40105564126175736,0.7821165601248405,0.678129558350183,83271.58142497305,73102.03688581941,9915.514598750442,249.93522344690203,4.094716956281949,171456,76529,94345,1967,1,1,0,0
Newport County,Rhode Island,66.91648198328551,5,0.5695523869289145,0.6575342465753424,0.6190337809019624,0.49095864688778157,0.7821165601248405,0.6219977165205113,47509.92512326827,41707.77400130059,5657.21640064865,142.5985137838216,2.3362075352106877,84657,43663,103514,1963,1,1,0,0
Providence County,Rhode Island,78.63466635276939,5,0.679259399530652,0.7534246575342466,0.6607046614290443,0.35153531718879105,0.7425222908591242,0.7859239878088363,307524.26048912195,269675.8227817884,36864.50908357548,969.0680259789435,14.860597779113128,664854,277740,78787,1956,2,1,0,1
Washington County,Rhode Island,67.57071448640424,5,0.5955518248616457,0.4657534246575342,0.6799027286329222,0.47705885513222634,0.7421216444216685,0.656324066578766,74242.8451161891,65041.28447601722,8981.202637406057,216.8060448787073,3.5519578871117767,130344,66385,106638,1977,2,1,0,1
Abbeville County,South Carolina,40.42327961652737,2,0.4964789207024379,0.4246575342465754,0.37923631987084483,0.218509179159214,0.6198042118275785,0.5231164719123427,13118.857461073483,11340.824690105026,1761.795301897248,16.15217907849059,0.08528999271791354,24420,11806,52935,1980,5,1,2,2
Aiken County,South Carolina,58.75874238448561,5,0.6065950071619585,0.3013698630136986,0.3624465857738156,0.2864471145220467,0.7137584368848817,0.6793741601678872,93647.11209782385,82610.87427341247,10964.338656023987,71.89916838739241,0,174160,80008,70609,1989,3,1,2,0
Allendale County,South Carolina,31.031392440931533,1,0.42358138693982783,0.4657534246575342,0.31648049063212375,0.12536836616484603,0.7184641049533338,0.43091698345623114,2825.171140794613,2378.3306875299018,445.5188898363041,1.321563428407049,0,7661,4050,32328,1977,2,0,2,0
Anderson County,South Carolina,58.373168738498315,5,0.6080293700868147,0.31506849315068497,0.3795960153559649,0.2767847939790704,0.6665133999946572,0.6944393408870927,82830.23659543734,72453.65730692176,10240.14359717654,135.76875191520284,0.6669394238289904,210478,92319,66651,1988,4,1,3,0
Bamberg County,South Carolina,34.05251101187767,1,0.4510005042553074,0.452054794520548,0.2887096104875458,0.17040655442576857,0.6545462669443539,0.4732301333866926,3510.7278186128556,2842.564745945802,663.5596586099516,4.603414057101953,0,13042,6581,44370,1978,3,0,2,1
Barnwell County,South Carolina,37.47128234127188,2,0.43622450731007406,0.3835616438356164,0.3194285411636118,0.17986099946413772,0.735947743603907,0.5092809506187597,2406.242106436131,2078.817678870956,325.7095608271637,1.714866738011521,0,20521,9927,46626,1983,2,0,2,0
Beaufort County,South Carolina,63.36878517033019,5,0.6343555638632555,0.1643835616438356,0.37413770929179413,0.39731130279653554,0.7338347147901703,0.6884818344463657,153150.97733998648,131925.95067680447,21118.62877348625,106.39788969578316,0,195289,103177,86573,1999,2,1,1,0
Berkeley County,South Carolina,60.750224704847625,5,0.6423633870365985,0.12328767123287676,0.3470638527347655,0.3544283317473458,0.6536483411780356,0.7071023449839473,193234.93474160475,165647.2696741985,27473.75627328796,113.90879411828169,0,246802,100600,84358,2002,4,1,2,0
Calhoun County,South Carolina,37.634670719698576,2,0.46171730518062865,0.31506849315068497,0.34174993396832676,0.2358395808128673,0.7089201094420644,0.4798949199696929,7566.282801684356,6646.425824077815,909.3354638907248,10.52151371581546,0,14182,7068,58682,1988,3,1,2,0
Charleston County,South Carolina,70.29547203988258,5,0.6692621379122012,0.273972602739726,0.3731263101249698,0.4118536938900825,0.7361474949042128,0.7494406668479457,257857.782725401,222819.73919777878,34857.902901992275,180.14062562994832,0,420264,209803,88494,1991,2,1,1,0
Cherokee County,South Carolina,44.50572189128737,3,0.5372047119384621,0.36986301369863017,0.3253754508255621,0.200762404109757,0.6027344581733158,0.5900418130563545,21960.336131161628,18601.940445399126,3303.6642996143796,54.54969520141161,0.1816909467097684,56647,25150,50288,1984,5,2,2,1
Chester County,South Carolina,41.644037646451686,3,0.4909686805243211,0.4246575342465754,0.3002092901101572,0.21191595160716645,0.6629951503390177,0.5450688900928222,9790.368766051153,8534.20578706391,1236.2013159562616,19.854692937625536,0.1069700933571189,32182,14807,52458,1980,4,2,2,0
Chesterfield County,South Carolina,45.27836133577146,3,0.5221187368809233,0.34246575342465757,0.372957535429043,0.19097031138355625,0.7042472157801529,0.5695552670523478,19500.570358699595,17032.72798917207,2439.611306942281,28.23106258524497,0,43784,20843,49235,1986,3,1,2,0
