county,state,demand_index_100,demand_tier,idx_market_size,idx_infra_age,idx_climate_stress,idx_economic_capacity,idx_operational_complexity,idx_growth_potential,est_total_meters,est_residential_meters,est_commercial_meters,est_industrial_meters,est_transport_meters,total_pop,total_housing_units,median_income,median_year_built,n_utilities,n_iou,n_coop,n_muni
Columbus County,North Carolina,47.51392817163336,4,0.5375122934938453,0.3972602739726028,0.35318039203444945,0.19894903936554267,0.7112477127839234,0.580336626667706,29594.468350907402,26038.979006390156,3528.0125815492697,27.476762967974135,0,50140,23563,49442,1982,3,1,2,0
Craven County,North Carolina,52.752858702316466,4,0.5895731561455608,0.3013698630136986,0.34356537226587547,0.27414319888763317,0.6383159866939591,0.6372966862279796,83686.54151278916,73953.35747309276,9669.814651867078,63.36938782931884,0,102612,48533,65873,1989,5,1,3,1
Cumberland County,North Carolina,61.37873419398837,5,0.64596439238213,0.31506849315068497,0.37429307147466795,0.2510862328387795,0.6487158102073434,0.7322422636916514,213794.01140847453,191303.29955585522,22290.452994954678,200.25885766463594,0,338545,143798,61291,1988,5,2,2,1
Currituck County,North Carolina,47.48398314257431,4,0.46531381251950865,0.17808219178082196,0.4391305208876558,0.4014117614131921,0.7750817881130296,0.5410622620548737,5187.232991310776,4704.285365658824,474.18312268553035,8.76450296642162,0,30601,17079,93511,1998,2,1,1,0
Dare County,North Carolina,50.850316194628085,4,0.5306468862026437,0.31506849315068497,0.35725096808896983,0.40647804286597394,0.7060176738155458,0.5580241801967188,16566.88615008194,14451.30152748079,2111.2106731899876,4.373949411164704,0,37875,35278,88994,1988,3,1,2,0
Davidson County,North Carolina,56.973599823270895,5,0.6027835212959485,0.3561643835616438,0.38346275566997734,0.26546809371632873,0.6551113788024695,0.678821465012458,75350.53168157204,65036.037256466305,10147.903490713446,166.03902737182315,0.5519070204707541,172954,76396,64172,1985,4,1,1,2
Davie County,North Carolina,48.50804872605588,4,0.5074570207891527,0.28767123287671237,0.4176335260548776,0.3099185967737414,0.7309041276291904,0.5701669152157738,12169.000381632019,10483.36554392639,1660.523949869471,24.971379531112547,0.1395083050462162,44122,19311,75057,1990,2,1,1,0
Duplin County,North Carolina,45.85812913217665,3,0.5325134178865667,0.34246575342465757,0.3169160787371895,0.21567895668666634,0.6789297668266203,0.5790492847334482,26462.443442984477,23464.390907536814,2969.5284890210414,28.52404642662368,0,49335,23861,55148,1986,4,1,3,0
Durham County,North Carolina,65.13383087213155,5,0.6482872519231737,0.2465753424657534,0.4596939282268746,0.36705247033273053,0.6581038089758119,0.730774024803614,177614.5900964349,153860.05074698,23385.180761660544,368.25311216623055,1.1054756281281186,332353,153022,82316,1993,4,2,2,0
Edgecombe County,North Carolina,41.62355313470712,3,0.5468426997076631,0.452054794520548,0.3883830985819413,0.19985010732843592,0.4580478150843037,0.5780776702107748,33518.95684687263,28715.790727369105,4740.621450725152,62.54466877837302,0,48736,23281,51265,1978,9,2,2,5
Forsyth County,North Carolina,64.1781979830121,5,0.6419138619807943,0.36986301369863017,0.4186205711741007,0.28301053120771164,0.6682821575725497,0.7434915211678763,142515.77628792461,125055.01445130448,17170.779205988667,288.7138209829068,1.268809648571902,389977,175631,67165,1984,4,1,2,1
Franklin County,North Carolina,50.582035404556876,4,0.5357135446542595,0.1917808219178082,0.42710166516815906,0.3146640238649632,0.6886579439290363,0.6117102419261631,18727.657779392714,16043.211641517339,2648.3622263372786,36.083911538096736,0,74386,31767,74240,1997,3,1,1,1
Gaston County,North Carolina,56.764724562353386,5,0.6248811908857833,0.3972602739726028,0.410118411816499,0.28786281659458346,0.5098698998493895,0.703164582732577,126297.78654415737,110240.01384288093,15777.539312196945,279.49888807579583,0.7345010036949846,234881,101671,67478,1982,8,1,3,4
Gates County,North Carolina,34.05831600845367,1,0.39586762825951294,0.273972602739726,0.4222930449060338,0.26077701117013047,0.7258544535679735,0.45504271711396316,1138.5071957495281,969.4599490346995,168.37502390745541,0.6722228073730432,0,10376,4827,66333,1991,2,1,1,0
Graham County,North Carolina,32.50503038271709,1,0.4262391775738352,0.3013698630136986,0.32636383720577655,0.20577027341608872,0.7280106184584793,0.43507307501270065,2871.6126223140864,2472.021145021403,389.9847485763777,9.568873425619785,0.03785529068624995,8072,5240,49684,1989,2,1,0,0
Granville County,North Carolina,47.553858767439735,4,0.5425624034162556,0.26027397260273977,0.4742870223126089,0.2953751460336912,0.5805592634145208,0.5957698430695736,29861.820202054998,25844.18040743215,3956.725183390483,60.73554270369537,0.17906852867177056,60877,24787,71111,1992,6,3,3,0
Greene County,North Carolina,36.099255815799665,2,0.45592116019369,0.36986301369863017,0.3428717878859697,0.2044976578318844,0.6204557904458327,0.5091451817480317,5337.917357670115,4628.8540247742085,697.9553585352951,11.107974360611292,0,20486,7939,53244,1984,5,1,1,3
Guilford County,North Carolina,66.78012590210415,5,0.6761057691970213,0.3287671232876712,0.3960844844006072,0.2902117810275957,0.6517569561173958,0.7705409980252612,278064.9675206408,239015.03087549945,38389.076128843466,659.1409035969859,1.7196127008834827,547940,238032,68642,1987,4,2,1,1
Halifax County,North Carolina,42.52310500897711,3,0.5353085432680585,0.4383561643835616,0.4046165665068969,0.176490161777363,0.5389212908797727,0.5763269830168268,23026.689778104916,19810.782518083855,3182.744354780245,33.16290524081575,0,47675,24872,45590,1979,7,2,3,2
Harnett County,North Carolina,54.84641152344047,4,0.5682981586789708,0.1917808219178082,0.3763173346237022,0.29558889643131747,0.7105611072539687,0.6615239335227893,39018.827361947544,34369.06664580188,4583.932685675527,65.82803047013702,0,139150,54902,71287,1997,3,1,2,0
Haywood County,North Carolina,50.617577281836724,4,0.5430195698451691,0.3835616438356164,0.3777813154655353,0.2727211743586416,0.6970414576619686,0.5980684704072828,23030.579890837613,19963.614891424393,3018.5175206050912,48.44747880812859,0,62662,35560,61912,1983,3,1,1,1
Henderson County,North Carolina,56.55819664580329,5,0.5880954721231321,0.28767123287671237,0.319049696986907,0.3111102334111839,0.7286383177979996,0.6487361529141678,58355.10682338126,50159.041886459134,8056.617961875552,139.02764823501093,0.41932681156349094,118484,58044,68187,1990,2,2,0,0
Hertford County,North Carolina,38.84953370891721,2,0.43763002186622946,0.452054794520548,0.43446016484755967,0.17949777991683227,0.7258544535679735,0.5068688772835177,2315.2240798585804,1971.456154904622,342.4009187229299,1.3670062310283388,0,19908,9816,45537,1978,2,1,1,0
Hoke County,North Carolina,47.879879682374394,4,0.5084861535444507,0.15068493150684936,0.4260910069671212,0.2679597708151288,0.7597986630706012,0.5859921306499886,14713.230040447346,13124.658363961385,1563.6789248718742,24.892751614086265,0,53835,20921,64912,2000,2,1,1,0
Hyde County,North Carolina,27.919508033973727,1,0.36106644645977054,0.410958904109589,0.3232718121780427,0.2076615766253376,0.7486393283760224,0.390213619850148,704.1426360633225,617.9888346596545,85.78779713296797,0.3660042707001022,0,4592,2952,53713,1981,2,1,1,0
Iredell County,North Carolina,59.43301117914861,5,0.6044771424944221,0.1917808219178082,0.40534083936999554,0.3474442186145556,0.6838219172717109,0.6889913450421095,67863.757347265,57829.124096787215,9867.145826475045,166.87914583088113,0.6082781718495344,196544,84199,81419,1997,3,1,1,1
Jackson County,North Carolina,46.62837303496919,3,0.5473483898529146,0.28767123287671237,0.3647204528057996,0.25394165913977845,0.659581685620587,0.5695316479320643,32148.048884883487,27906.073776578054,4173.476393322061,68.2978579896794,0.20085699369271137,43771,27803,55815,1990,4,2,1,1
Johnston County,North Carolina,54.3578845436978,4,0.6144320826307694,0.15068493150684936,0.38823647853235854,0.35006257010572195,0.4734191764571274,0.7029550306682024,100232.86467847649,87497.97317840514,12608.48706453511,126.40443553622578,0,234263,91218,83384,2000,9,1,3,5
Jones County,North Carolina,32.78097304331965,1,0.4510987089947042,0.31506849315068497,0.33444911520807064,0.228772022353046,0.6352207057096662,0.4463526701622689,7665.467989163799,6748.6830408295,910.9741006550662,5.810847679233197,0,9302,4698,59641,1988,5,1,3,1
Lee County,North Carolina,50.24109329802986,4,0.5233122264658645,0.31506849315068497,0.38733220673076063,0.2746443216457326,0.7330641844893366,0.6019744022337881,15338.755399710824,13253.58027102163,2052.7669484672574,32.408180221934494,0,65816,27166,65387,1988,2,1,1,0
Lenoir County,North Carolina,44.744463203829646,3,0.5528308179130018,0.452054794520548,0.29875655914391885,0.17851545642832825,0.5885697568923378,0.5875777599918047,40195.91363104629,35061.50291408988,5090.719659638156,43.691057318262196,0,54919,26879,45143,1978,6,1,3,2
Lincoln County,North Carolina,53.117718670436645,4,0.5582123852164228,0.23287671232876717,0.40173712615931845,0.3427150387629516,0.664932332841141,0.6292303938656707,35122.00738830907,30656.310274903706,4409.863562049105,55.548162920522344,0.2853884357384768,92716,39504,80016,1994,4,1,2,1
McDowell County,North Carolina,46.687852022302295,3,0.5367455597131251,0.36986301369863017,0.3936952596380301,0.2305971059727332,0.6654215501132201,0.57141000607038706,29679.104703763005,25936.8376318642,3688.0385563551545,54.072651441252646,0.15586410239615323,44817,21575,57168,1984,4,2,2,0
Macon County,North Carolina,46.75174207517567,3,0.5276613091268167,0.3287671232876712,0.37802227921867826,0.25662672606907355,0.7052358593516723,0.558162658889866,19001.67036523395,16637.45513043104,2327.982258691261,36.03635977742729,0.1966163342207975,37941,27216,59061,1987,3,1,1,1
Madison County,North Carolina,41.990084078352105,3,0.47648046250079007,0.3287671232876712,0.40420971468234645,0.2628826002234211,0.7120004730322403,0.5143338296338908,8389.970652695929,7402.301054086481,973.8490108809931,13.820587728455441,0,21867,11356,58531,1987,3,1,2,0
Martin County,North Carolina,37.58481487242096,2,0.45765331996915337,0.4931506849315068,0.40563994614663357,0.18721029237241377,0.6160108559767145,0.5135185607375555,4046.5804599697876,3470.4795420303803,574.467327598996,1.6335903404115737,0,21644,11058,48578,1975,5,1,2,2
Mecklenburg County,North Carolina,70.4125153029847,5,0.7024847443839428,0.1917808219178082,0.40978662397091925,0.3867904443327598,0.5532990985580528,0.8298305262072823,390770.0707095275,342783.32107334054,47324.94010799086,658.1751963371971,3.634331858935582,1154681,503071,87005,1997,7,1,3,3
Mitchell County,North Carolina,40.099886472275486,2,0.46467709694279846,0.452054794520548,0.3886684925200769,0.24402556319239382,0.7117947687764643,0.48431247654056103,7204.287522085695,6352.38586741691,841.0873004458476,10.814354222938439,0,14992,8697,57602,1978,3,1,2,0
Montgomery County,North Carolina,42.151670644711245,3,0.49759871221769286,0.36986301369863017,0.4177984998083085,0.23026984093502223,0.6622777472758075,0.5281243210419778,11688.040361071344,10166.11525369331,1503.721089635035,18.204017742999433,0,26007,14998,57766,1984,4,1,3,0
Moore County,North Carolina,55.11141351403356,4,0.5727492417474503,0.23287671232876717,0.43730543358161356,0.37017440968274334,0.6473930272146986,0.6390325183596214,52699.19879417155,47119.755295355506,5514.006298034216,65.43720078182986,0,104876,50280,86080,1994,5,1,4,0
Nash County,North Carolina,48.53761743002206,4,0.5769936101289018,0.34246575342465757,0.4127948701378842,0.25282536192084054,0.5092956590562678,0.6321776565620805,56383.00711829182,49095.04990915839,7200.521560434347,87.43564869907608,0,96216,43797,62426,1986,8,2,3,3
New Hanover County,North Carolina,62.857495414190424,5,0.6056736474820366,0.2465753424657534,0.3919334477324573,0.34305886593745555,0.7644526005658293,0.7032823404072897,54994.87254888837,47107.10861889584,7751.818697842364,135.94523215016557,0,235229,120050,75166,1993,1,1,0,0
Northampton County,North Carolina,37.1510624681821,2,0.4423873198679676,0.410958904109589,0.41705576358285434,0.1933632509107543,0.6877184888149979,0.49398618540733685,2517.629512764177,2144.7991329549677,371.3484815508177,1.481898258391662,0,16931,10641,50086,1981,3,1,2,0
Onslow County,North Carolina,57.54141507953601,5,0.6106684714248236,0.17808219178082196,0.34207005633222753,0.28282799798933844,0.6859257156311089,0.6934614046783126,107465.96562290835,96031.94275437936,11330.59385810031,103.42901042868414,0,207906,87354,68148,1998,4,1,3,0
Orange County,North Carolina,60.69371874624076,5,0.5952060060012266,0.28767123287671237,0.4168765756907016,0.4098722684023243,0.6920116096100195,0.6673249922520292,68865.70875189391,59312.13596304334,9402.067818247542,151.0508660492056,0.45410455380845416,149678,62858,90089,1990,3,2,1,0
Pamlico County,North Carolina,37.231342637501136,2,0.4506777311645779,0.31506849315068497,0.30962887198908257,0.25019922231408387,0.7345809414255627,0.4691512684619728,4783.761651528709,4139.027395176952,635.8553861950926,8.878870156664254,0,12390,7322,59717,1988,2,1,1,0
Pasquotank County,North Carolina,47.39029664009115,3,0.5199130924612108,0.31506849315068497,0.43895771848344844,0.2772411292810032,0.6952486079674859,0.5640072694923963,18878.221197904928,16247.11955997658,2622.0076770952796,9.093960833067365,0,40834,17721,66589,1988,3,1,1,1
Pender County,North Carolina,51.53614161817464,4,0.5450363852245804,0.17808219178082196,0.37356101378309525,0.33858351913610724,0.722338416163606,0.6016522924790089,32049.753558531396,28588.30308492601,3423.7464943017385,37.70397930364973,0,65550,31844,80396,1998,3,1,2,0
Perquimans County,North Carolina,36.79477268116049,2,0.4506986324108907,0.273972602739726,0.4281123103343927,0.2809148537383013,0.6519974115869167,0.47445253413312183,4661.670765086854,3991.286284795867,666.1438338368107,4.240646454176334,0,13244,6967,67917,1991,4,1,2,1
Person County,North Carolina,45.58255791386747,3,0.5249344422687926,0.3835616438356164,0.45368757276887506,0.2613166240469851,0.6146211963081002,0.5614500149370727,21178.33153261961,18226.503809788363,2906.2219422578246,45.47152432874702,0.13425624467810482,39542,18584,63300,1983,5,3,2,0
Pitt County,North Carolina,49.42545142612306,4,0.6314205186634546,0.23287671232876717,0.3623780190726927,0.24321802312499866,0.39761967625487116,0.6807474060169741,159292.31615007206,136205.2907392765,20230.130707364107,2856.8947034314742,0,177193,82638,58188,1994,10,2,2,6
Polk County,North Carolina,42.08342791066758,3,0.47565071727040636,0.36986301369863017,0.322465371859781,0.3007829251222517,0.7076735485770074,0.5068009309230108,8114.450468618567,7125.3061980321145,974.1521052723413,14.912394680569815,0.07977063354152138,19891,11042,67758,1984,3,1,2,0
Randolph County,North Carolina,53.58319701832854,4,0.602011125784095,0.3561643835616438,0.3719470834673439,0.24968416576004795,0.5830390220090589,0.6655354539550435,89000.4267895805,77274.29842384662,11545.857839622598,179.8161109129093,0.4544151983694291,146348,62901,61022,1985,6,2,3,1
Richmond County,North Carolina,46.360304736372434,3,0.5056627739109268,0.4794520547945206,0.4260534412270761,0.17944434046548555,0.7288783356053088,0.566895401102708,11064.349194937962,9505.317703075125,1536.0664799826695,22.965011880166557,0,42344,19893,44883,1976,2,1,1,0
Robeson County,North Carolina,51.014805281595486,4,0.5875174885258795,0.34246575342465757,0.4010726373251914,0.16170276189284968,0.6398392609372225,0.6476669997281566,78995.23317288898,69959.81005521525,8964.988629622523,70.43448805121125,0,116902,49111,41978,1986,5,1,2,2
Rockingham County,North Carolina,53.76938467820798,4,0.555751919893609,0.452054794520548,0.41084248993126116,0.22960546237637292,0.7309041276291904,0.6287269495453588,27643.81485896294,23814.627915745576,3772.143577902437,56.72645006839859,0.31691524653137654,92131,43868,57053,1978,2,1,1,0
Rowan County,North Carolina,56.02765766024157,4,0.5827609302004035,0.3835616438356164,0.3716392282395961,0.27531938455239485,0.6694695871922645,0.6674296089361949,51915.66868750069,45579.497829935215,6250.597807052637,85.10365213262021,0.4693983802173837,149875,64975,65725,1983,4,1,2,1
Rutherford County,North Carolina,46.9495685955666,3,0.5636082805141169,0.410958904109589,0.3472589116199365,0.21910590627549242,0.57524332129358,0.6008964077207478,43573.63017000284,37464.19174570299,6010.82391798108,98.3777301446792,0.23677617409195464,64930,32775,51410,1981,6,2,2,2
Sampson County,North Carolina,46.129152968909956,3,0.5331608577584326,0.31506849315068497,0.34145136915247337,0.20996954752052172,0.6641544782354463,0.5939099728774515,22678.323584777634,19762.003995357605,2885.722633773955,30.596955646075155,0,59470,25852,52432,1988,4,1,3,0
Scotland County,North Carolina,43.12803050344829,3,0.5094274157580182,0.3972602739726028,0.4558920855199303,0.17908217026116163,0.6617799491339136,0.5484747437773762,17131.57003340712,14886.114932686525,2220.954531005753,24.500569714839393,0,33590,14441,45730,1982,4,1,2,1
Stanly County,North Carolina,49.92095591204658,4,0.5639282857225132,0.4794520547945206,0.3569794995659611,0.2597244887103344,0.6136027821630206,0.600553901803178,48403.43331350411,41545.084507025924,6776.894999734341,81.24696081198256,0.2068459318566238,64651,28632,60704,1976,5,2,2,1
Stokes County,North Carolina,47.793195914912744,4,0.5144451217373104,0.3835616438356164,0.4211059652727148,0.2560132204420451,0.7088255333991211,0.5719794214201127,15725.605840163544,13826.19891590174,1871.2999209396849,27.951702714508315,0.15530060761112888,45139,21497,62969,1983,3,1,2,0
Surry County,North Carolina,52.25876521982402,4,0.5363700046958826,0.4383561643835616,0.45360969071177704,0.22719733074406057,0.7494986426840746,0.6084794193860161,21889.205894526167,19305.25382324069,2540.851269185552,42.857003913894445,0.24379818602841172,71425,33747,55656,1979,2,1,1,0
Swain County,North Carolina,38.29282235285687,2,0.45526313610758956,0.3013698630136986,0.3254736571652113,0.22347854063550815,0.7693461067625978,0.4789414648922963,4722.307532095122,4070.814973356811,640.5334650883676,10.89675523327721,0.06233841666634559,14013,8629,52349,1989,1,1,0,0
Transylvania County,North Carolina,47.896851575813734,4,0.5040911692115874,0.36986301369863017,0.3753633962276359,0.3099332485837241,0.7456219387530757,0.5487135400742278,12409.732941765276,10895.80039995253,1488.2834928060229,25.50986579482342,0.13918321190100985,33691,19266,66184,1984,2,1,1,0
Tyrrell County,North Carolina,23.225972623263452,1,0.29706455624816563,0.4383561643835616,0.3903944319978089,0.17787249067555272,0.7557883351806701,0.36685105095607684,96.49249630049538,81.258418645234,15.136533937821392,0.09754371743998319,0,3423,2229,41685,1979,1,1,0,0
Union County,North Carolina,62.00660975198553,5,0.6086748418795627,0.15068493150684936,0.3864980134138789,0.4418298282231028,0.6530890514984311,0.7084305806181261,81483.15914959056,70533.34665212558,10568.898339028463,380.27227285774194,0.6418855787717547,250958,88851,102900,2000,4,1,2,1
Vance County,North Carolina,45.427880587895544,3,0.5002695200719521,0.3972602739726028,0.45377397696098887,0.20612052897802613,0.6982779609802258,0.5668540664184459,10211.679140403978,8867.532875193654,1322.0088473878693,22.137417822456236,0,42322,19489,50465,1982,3,1,2,0
Wake County,North Carolina,75.21269528788176,5,0.7165646052157013,0.15068493150684936,0.43364287417348935,0.46206877042840494,0.6219698610234166,0.831464907952775,570346.6950147474,495588.7891282514,73564.45474708549,1189.8675509794732,3.5835884311149298,1178653,496047,105768,2000,5,2,1,2
Warren County,North Carolina,38.381523848378514,2,0.47819206825793914,0.31506849315068497,0.4410344744019812,0.20490446093954848,0.6554070225916387,0.5022931611135013,7474.422150213208,6447.73286739054,1012.7728950162146,13.916387806453262,0,18795,11723,50638,1988,4,2,2,0
Washington County,North Carolina,34.58049398830831,1,0.403178856014114,0.4931506849315068,0.40240551573197614,0.1688452315352611,0.7486393283760224,0.45831633561695295,1440.7254477718386,1264.4486996423823,175.5278776026851,0.7488705267712119,0,10812,6040,41813,1975,2,1,1,0
Watauga County,North Carolina,49.83435367935384,4,0.5571944328469837,0.31506849315068497,0.42758352834388946,0.2585002055998742,0.6818567073117987,0.5878726605073781,31221.83910744955,26306.51112466497,4913.850407303152,1.4775754814294484,0,55123,33355,51693,1988,3,0,2,0
Wayne County,North Carolina,49.37009931267264,4,0.5746462306369584,0.36986301369863017,0.35415758567317046,0.24092466154618786,0.5323807073042217,0.6488488517517922,39642.9630228455,33842.50818483366,5724.982321528489,75.47251648334348,0,118652,53505,59733,1984,7,1,2,4
